eon;eoff;vds;ids;rds_on
3.14372639105e-05;9.51617630047e-06;200.997295398;1.99494716917;0.015915770061
3.98572417658e-05;1.03689300855e-05;200.99785355;2.51138564423;0.0159538269923
5.04484021915e-05;1.17007755879e-05;200.998283533;3.16148503198;0.0159348306106
6.34497646026e-05;1.36037127538e-05;200.99863097;3.97981707702;0.0159166149233
8.0828950396e-05;1.62789535903e-05;200.998919314;5.00988292694;0.0159259050856
0.000103100465802;1.97966075276e-05;200.999145508;6.30642032623;0.0159281441176
0.00013145985302;2.44676077171e-05;200.999322717;7.93828487396;0.0159298763807
0.000167595431894;3.02341369514e-05;200.999465942;9.9920797348;0.0159326159499
0.000213567697243;3.76893669233e-05;200.999572754;12.5766980296;0.0159400986256
0.0002728175143;4.70247360032e-05;200.999664307;15.829035759;0.0159405687004
0.000349411178871;5.90933059681e-05;200.999725342;19.9210891724;0.0159462245655
0.000452288803699;7.5197974164e-05;200.999786377;25.0688838959;0.0159534634272
0.000584491290559;9.51887239844e-05;200.999832153;31.5435581207;0.0159627567376
0.000758807385407;0.000120688306896;200.999862671;39.6851539612;0.0159747423751
0.000988992056279;0.000153852975723;200.999893188;49.9196853638;0.0159903231937
0.00129566840828;0.000196113269656;200.999908447;62.7802047729;0.0160107847716
0.00170546047883;0.000251865381473;200.999938965;78.9325485229;0.0160380089425
0.00225028675657;0.000320640940111;200.999938965;99.2065963745;0.0160749202581
0.00302038537187;0.000417671539339;200.999954224;124.63368988;0.0161263461614
0.0040657544858;0.000539372517947;200.999969482;156.490219116;0.0162010827129
0.00551895261673;0.000700539104288;200.999969482;196.345779419;0.0163178400059
0.00756605693492;0.000913325915985;200.999984741;246.104736328;0.0165300523795
0.0105198219238;0.00120439227701;200.999984741;307.805786133;0.017391357221
0.0153170234784;0.00167542252637;200.999984741;381.778320312;0.0215943585277
0.0221959449084;0.00230234492913;200.999984741;470.830505371;0.0249052297926
1.79919956177e-06;2.02649216374e-07;225.933670044;0.0999992972569;0.015921569868
2.26619574568e-06;4.51051222701e-07;225.947311401;0.125891426662;0.0159039769973
2.84290253868e-06;9.32586549727e-07;225.958145142;0.158487506702;0.0163131778993
3.60092220163e-06;2.14485728303e-06;225.966751099;0.199523421024;0.0159536386089
4.5328141598e-06;3.69496511145e-06;225.973587036;0.251184215164;0.0158525778427
